Rank,Name,Ticker,Return (%),Risk
1,DelfinGroup AS,DGR1R.RG,30.15,0.074
2,AS Rigas kugu buvetava,RKB1R.RG,-2.06,0.243
3,IPAS Indexo AS,IDX1R.RG,-3.66,0.095
4,Lau Infra Grupa AS,IGR1R.RG,-5.99,
5,AS Kalve Coffee,KALVE.RG,0.0,0.0
