Rank,Name,Ticker,Return (%),Risk
1,Raiffeisen Bank International AG,RBI.PR,137.61,0.326
2,Powszechna Kasa Oszczednosci Bank Polski Spólka Akcyjna,PKO.PR,71.55,0.228
3,FACC AG,FACC.PR,115.44,0.359
4,Orlen S.A.,PKN.PR,89.99,0.323
5,RWE Aktiengesellschaft,RWE.PR,64.13,0.259
6,MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság,MOL.PR,118.03,0.431
7,Erste Group Bank AG,ERBAG.PR,55.45,0.248
8,Voestalpine AG,VOE.PR,63.19,0.282
9,OMV Aktiengesellschaft,OMV.PR,57.28,0.263
10,Colt CZ Group SE,COLT.PR,54.65,0.254
11,UNIQA Insurance Group AG,UQA.PR,46.33,0.225
12,SAB Finance a.s.,SABFG.PR,9.49,0.055
13,E4U a.s.,EFORU.PR,15.29,0.129
14,Philip Morris CR a.s.,TABAK.PR,14.74,0.152
15,"CEZ, a. s.",CEZ.PR,13.07,0.153
16,Shell plc,SHELL.PR,26.49,0.307
17,"Komercní banka, a.s.",KOMB.PR,15.17,0.187
18,E.ON SE,EOAN.PR,15.92,0.216
19,Deutsche Bank Aktiengesellschaft,DBK.PR,21.41,0.29
20,Doosan Skoda Power a.s.,DSPW.PR,14.73,0.287
21,Kofola CeskoSlovensko a.s.,KOFOL.PR,6.4,0.156
22,W.A.G payment solutions plc,WPS.PR,9.13,0.358
23,Gen Digital Inc.,GEN.PR,4.59,0.309
24,Fillamentum Manufacturing Czech s.r.o.,FILL.PR,-8.7,0.68
25,Prabos plus a.s.,PRAB.PR,-4.33,0.275
26,mmcité a.s.,MMCTE.PR,-3.61,0.174
27,AB Volvo (publ),VOLVB.PR,-0.96,0.037
28,KARO Leather a.s.,KARIN.PR,-8.23,0.242
29,HARDWARIO a.s.,HWIO.PR,-24.2,0.639
30,"GEVORKYAN, a.s.",GEV.PR,-12.86,0.283
31,Volkswagen AG,VOW.PR,-14.0,0.303
32,"RMS Mezzanine, a.s.",PVT.PR,-23.73,0.537
33,Photon Energy N.V.,PEN.PR,-43.88,0.819
34,Primoco UAV SE,PRIUA.PR,-19.68,0.287
35,Pilulka Lékárny a.s.,PINK.PR,-35.22,0.45
36,Wienerberger AG,WIE.PR,-25.9,0.309
37,CTP N.V.,CTPNV.PR,-27.44,0.304
38,eMan a.s.,EMAN.PR,-28.46,0.245
39,"Tatry mountain resorts, a.s.",TMR.PR,-30.67,0.224
40,FIXED.zone a.s.,FIXED.PR,-45.99,0.312
41,Bezvavlasy a.s.,BEZVA.PR,-54.53,0.311
42,Footshop a.s.,FTSHP.PR,-31.53,0.123
43,Mark2 Corporation Investment SE,M2C.PR,-47.62,0.174
