Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Yuanta 15 Special Purpose Acquisition Company,473050.KQ,4.33,0.015,0.01,Yes
2,Meritz No. 2 Special Purpose Acquisition Company,0165X0.KQ,1.55,0.006,,
3,SK Securities No.11 Special Purpose Acquisition Company,472230.KQ,3.77,0.017,0.008,Yes
4,"Daejung Chemicals & Metals Co., Ltd.",120240.KQ,28.25,0.118,0.075,No
5,Yuanta 16 SPECIAL PURPOSE ACQUISITION COMPANY,474490.KQ,3.55,0.016,0.01,Yes
6,"GS Retail Co., Ltd.",007070.KS,75.46,0.284,0.069,Yes
7,"Shinhan Financial Group Co., Ltd.",055550.KS,70.97,0.277,0.156,Yes
8,GS Holdings Corp.,078935.KS,71.49,0.283,0.087,Yes
9,"IDP Corp., Ltd.",332370.KQ,13.81,0.067,0.016,No
10,KB Financial Group Inc.,105560.KS,66.56,0.284,0.15,Yes
11,DSR Wire Corp,069730.KS,80.88,0.331,0.009,No
12,Kortek Corporation,052330.KQ,50.54,0.228,0.144,Yes
13,KT&G Corporation,033780.KS,45.32,0.211,0.132,Yes
14,"Cenit Co., Ltd",037760.KQ,46.01,0.216,0.027,No
15,"KPX Holdings Co., Ltd.",092230.KS,83.37,0.353,0.06,Yes
16,S-Oil Corporation,010955.KS,103.18,0.421,0.069,Yes
17,"Bixolon Co., Ltd",093190.KQ,72.13,0.327,0.024,Yes
18,"Samsung Fire & Marine Insurance Co., Ltd.",000810.KS,65.9,0.307,0.218,Yes
19,DSR Corp,155660.KS,30.02,0.162,0.01,No
20,Korean Reinsurance Company,003690.KS,44.02,0.232,0.08,Yes
21,Hana Financial Group Inc.,086790.KS,80.34,0.383,0.148,Yes
22,ORION Holdings Corp.,001800.KS,42.73,0.229,0.002,No
23,"Ibkimyoung Co., Ltd.",339950.KQ,66.45,0.331,0.019,No
24,LF Corp.,093050.KS,44.35,0.24,0.023,No
25,T3 Entertainment Inc.,204610.KQ,120.21,0.526,0.11,No
26,"Samyung Trading Co., Ltd.",002810.KS,73.73,0.383,0.137,Yes
27,"Daelim Paper Co.,Ltd.",017650.KQ,63.79,0.341,0.142,Yes
28,"SK Telecom Co., Ltd.",017670.KS,104.84,0.504,0.502,Yes
29,Suprema Inc.,236200.KQ,86.58,0.441,0.066,No
30,"UIL Co., Ltd.",049520.KQ,47.12,0.272,0.091,Yes
31,"Pan Ocean Co., Ltd.",028670.KS,68.15,0.369,0.181,Yes
32,"Hanwha Life Insurance Co., Ltd.",088350.KS,117.48,0.561,0.321,Yes
