Rank,Name,Ticker,Return (%),Risk
1,Ahli Bank Q.P.S.C.,ABQK.QA,17.25,0.109
2,Doha Insurance Group Q.P.S.C.,DOHI.QA,22.39,0.142
3,Al Khaleej Takaful Insurance Company Q.P.S.C.,AKHI.QA,35.78,0.261
4,Salam International Investment Limited Q.P.S.C.,SIIS.QA,11.42,0.149
5,Qatar International Islamic Bank (Q.P.S.C),QIIK.QA,4.59,0.066
6,Vodafone Qatar P.Q.S.C.,VFQS.QA,14.98,0.225
7,Estithmar Holding Q.P.S.C.,IGRD.QA,18.65,0.333
8,Doha Bank Q.P.S.C.,DHBK.QA,14.76,0.322
9,Qatar Cinema and Film Distribution Co. (Q.P.S.C),QCFS.QA,10.04,0.257
10,Qatar Aluminium Manufacturing Company Q.P.S.C.,QAMC.QA,9.87,0.39
11,Al Mahhar Holding Company Q.P.S.C.,MHAR.QA,1.35,0.131
12,Mannai Corporation Q.P.S.C.,MCCS.QA,2.51,0.323
13,Qatar Insurance Company Q.S.P.C.,QATI.QA,0.69,0.223
14,The Commercial Bank (P.S.Q.C.),CBQK.QA,-0.42,0.211
15,Ooredoo Q.P.S.C.,ORDS.QA,-0.73,0.186
16,Qatar Islamic Insurance Group Q.P.S.C.,QISI.QA,-2.02,0.112
17,Qatar Navigation Q.P.S.C.,QNNS.QA,-3.01,0.142
18,Qatari Investors Group Q.P.S.C.,QIGD.QA,-3.07,0.12
19,Barwa Real Estate Company Q.P.S.C.,BRES.QA,-6.3,0.176
20,Mekdam Holding Group - Q.P.S.C.,MKDM.QA,-11.24,0.315
21,Qatar National Bank (Q.P.S.C.),QNBK.QA,-7.98,0.165
22,Aamal Company Q.P.S.C.,AHCS.QA,-8.52,0.174
23,Al Meera Consumer Goods Company Q.P.S.C.,MERS.QA,-8.65,0.174
24,Mosanada Facility Management Services Q.P.S.C.,MFMS.QA,-8.61,0.155
25,Qatar Islamic Bank (Q.P.S.C.),QIBK.QA,-7.22,0.113
26,Medicare Group Q.P.S.C.,MCGS.QA,-18.78,0.263
27,Industries Qatar Q.P.S.C.,IQCD.QA,-16.39,0.224
28,INMA Holding Company Q.P.S.C.,IHGS.QA,-17.65,0.242
29,Mesaieed Petrochemical Holding Company Q.P.S.C.,MPHC.QA,-15.01,0.167
30,Qatar Electronic Systems Company (Techno Q) Q.P.S.C.,TQES.QA,-17.23,0.181
31,Qatar National Cement Company (Q.P.S.C.),QNCD.QA,-14.94,0.136
32,United Development Company Q.P.S.C.,UDCD.QA,-15.38,0.134
33,Al Faleh Educational Holding Company Q.P.S.C.,FALH.QA,-23.91,0.182
34,Qatar Oman Investment Company Q.S.C.,QOIS.QA,-36.91,0.281
35,Gulf International Services Q.P.S.C.,GISS.QA,-42.23,0.314
36,AlRayan Bank Q.P.S.C.,MARK.QA,-17.05,0.104
37,Ezdan Holding Group Q.P.S.C.,ERES.QA,-35.72,0.213
