Rank,Name,Ticker,Return (%),Risk
1,AB KN Energies,KNE1L.VS,78.21,0.196
2,APB Apranga,APG1L.VS,48.36,0.156
3,"Telia Lietuva, AB",TEL1L.VS,42.95,0.151
4,Litgrid AB,LGD1L.VS,53.76,0.206
5,INVL Technology UTIB,INC1L.VS,43.42,0.18
6,AB Ignitis grupe,IGN1L.VS,13.11,0.117
7,"Invalda INVL, AB",IVL1L.VS,28.13,0.259
8,Rokiskio Suris AB,RSU1L.VS,10.25,0.104
9,AB Kauno Energija,KNR1L.VS,15.49,0.183
10,AB Pieno Zvaigzdes,PZV1L.VS,18.95,0.236
11,AB INVL Baltic Farmland,INL1L.VS,9.8,0.145
12,AB Akola Group,AKO1L.VS,15.24,0.224
13,AB Amber Grid,AMG1L.VS,6.36,0.156
14,Grigeo Group AB,GRG1L.VS,3.5,0.188
15,Utenos Trikotazas AB,UTR1L.VS,3.69,0.34
16,Vilniaus Baldai AB,VBL1L.VS,-12.94,0.231
