Rank,Name,Ticker,Return (%),Risk
1,Ísfélag hf.,ISF.IC,42.48,0.164
2,Brim hf.,BRIM.IC,62.42,0.291
3,Sildarvinnslan Hf.,SVN.IC,53.02,0.275
4,Skel fjárfestingafélag hf.,SKEL.IC,24.57,0.141
5,Íslandsbanki hf.,ISB.IC,27.66,0.186
6,Hagar hf,HAGA.IC,19.78,0.155
7,Eik fasteignafélag hf.,EIK.IC,12.19,0.107
8,Arion banki hf.,ARION.IC,15.67,0.192
9,Festi hf.,FESTI.IC,3.85,0.129
10,Heimar hf.,HEIMAR.IC,3.45,0.141
11,Reitir hf.,REITIR.IC,2.95,0.186
12,Oculis Holding AG,OCS.IC,-3.15,0.781
13,,ASAR.IC,-3.1,0.209
14,JBT Marel Corporation,JBTM.IC,-11.04,0.393
15,Kvika banki hf.,KVIKA.IC,-10.93,0.201
16,Hampiðjan hf.,HAMP.IC,-25.98,0.231
17,Iceland Seafood International hf.,ICESEA.IC,-20.92,0.172
18,Bera hf.,BERA.IC,-17.66,0.123
19,Nova Klúbburinn hf.,NOVA.IC,-26.32,0.149
