Rank,Name,Ticker,Return (%),Risk
1,Bonyan REIT Fund,4347.SR,17.98,0.096
2,Jarir Marketing Company,4190.SR,37.17,0.211
3,Taleem REIT Fund,4333.SR,14.48,0.101
4,Rasan Information Technology Company,8313.SR,43.21,0.316
5,Qassim Cement Company,3040.SR,12.45,0.103
6,National Environmental Recycling Company,9540.SR,38.71,0.329
7,Alkhabeer REIT Fund,4348.SR,6.05,0.062
8,Gulf Insurance Group,8250.SR,35.63,0.329
9,Raoom trading Company,4144.SR,23.8,0.233
10,Alinma Bank,1150.SR,23.66,0.232
11,Al Maather Reit Fund,4334.SR,6.23,0.069
12,Alinma Retail REIT Fund,4345.SR,12.89,0.141
13,SEDCO Capital REIT Fund,4344.SR,14.58,0.16
14,Fourth Milling Company,2286.SR,15.75,0.175
15,Americana Restaurants International PLC,6015.SR,38.07,0.412
16,Sustained Infrastructure Holding Company,2190.SR,35.36,0.399
17,Saudi Arabian Oil Company,2222.SR,14.01,0.177
18,ADES Holding Company,2382.SR,20.07,0.249
19,Almawarid Manpower Company,1833.SR,22.67,0.28
20,Saudi Awwal Bank,1060.SR,15.93,0.204
21,Saudi Energy Company,5110.SR,27.88,0.342
22,Power and Water Utility Company for Jubail and Yanbu,2083.SR,28.93,0.354
23,National Signage Industrial Company,9645.SR,23.26,0.301
24,Saudi Telecom Company,7010.SR,7.94,0.109
25,Saudi Enaya Cooperative Insurance Company,8311.SR,39.15,0.485
26,SICO Capital - SICO Saudi REIT Fund,4337.SR,17.22,0.246
27,SABIC Agri-Nutrients Company,2020.SR,22.22,0.314
28,Riyad Bank,1010.SR,9.44,0.141
29,Saudi Cable Company,2110.SR,24.84,0.361
30,Shalfa Facilities Management Company,9613.SR,14.46,0.219
31,Middle East Specialized Cables Company,2370.SR,36.53,0.525
32,Liva Insurance Company,8280.SR,22.23,0.357
33,Purity for Information Technology Company,9614.SR,10.45,0.179
34,Savola Group Company,2050.SR,17.37,0.306
35,Al Rajhi REIT Fund,4340.SR,3.75,0.074
36,Hawyia Auctions Company,9641.SR,7.37,0.144
37,Gulf Union Alahlia Cooperative Insurance Company,8120.SR,13.42,0.284
38,Naqi Water Company,2282.SR,7.71,0.17
39,Saudi Chemical Holding Company,2230.SR,13.52,0.293
40,Arabian Cement Company,3010.SR,5.35,0.124
41,United Mining Industries Company,9583.SR,10.69,0.246
42,Arabian Pipes Company,2200.SR,20.44,0.461
43,Almasar Alshamil Education Company JSC,6019.SR,9.06,0.241
44,Future Vision for Health Training Company,9632.SR,22.24,0.597
45,Saudi Pharmaceutical Industries and Medical Appliances Corporation,2070.SR,7.55,0.221
46,Zahrat Al Waha For Trading Company,3007.SR,10.71,0.311
47,Watani Iron Steel Company,9513.SR,11.15,0.327
48,Dar Al Arkan Real Estate Development Company,4300.SR,9.93,0.323
49,Etihad Etisalat Company,7020.SR,6.11,0.203
50,Almunajem Foods Company,4162.SR,8.43,0.289
51,The First Milling Company,2283.SR,8.07,0.288
52,Al Yamamah Steel Industries Company,1304.SR,10.98,0.39
53,Saudi Steel Pipes Company,1320.SR,14.06,0.503
54,Aljouf Mineral Water Bottling Co.,9532.SR,5.46,0.219
55,Arabian Mills for Food Products Company,2285.SR,6.05,0.25
56,Yanbu National Petrochemical Company,2290.SR,12.5,0.53
57,Rawasi Albina Investment Co.,9547.SR,11.07,0.492
58,The Company for Cooperative Insurance,8010.SR,7.73,0.35
59,Filling and Packing Materials Manufacturing Company,2180.SR,8.23,0.38
60,Al-Modawat Specialized Medical Company,9594.SR,13.68,0.675
