Rank,Name,Ticker,Return (%),Risk,Volatility,Follows Market Direction ?
1,Orange Belgium S.A.,OBEL.BR,18.62,0.047,0.053,No
2,ageas SA/NV,AGS.BR,40.86,0.113,0.173,Yes
3,KBC Ancora SA,KBCA.BR,53.15,0.175,1.039,Yes
4,Miko NV,MIKO.BR,37.0,0.134,0.294,Yes
5,Sipef NV,SIP.BR,57.9,0.219,0.702,No
6,KBC Group NV,KBC.BR,40.97,0.171,1.159,Yes
7,Spadel SA,SPA.BR,70.77,0.305,1.355,Yes
8,BEL 20,^BFX,23.99,0.123,1.0,Yes
9,Lotus Bakeries NV,LOTB.BR,75.02,0.332,1.931,Yes
10,Immo Mechelen City Center Naamloze vennootschap,MCC.BR,37.26,0.189,0.528,Yes
11,Recticel SA/NV,RECT.BR,63.96,0.305,1.434,Yes
12,Titan S.A.,TITC.BR,72.78,0.34,1.666,Yes
13,Texaf S.A.,TEXF.BR,28.6,0.158,0.084,Yes
14,TINC NV,TINC.BR,16.14,0.096,0.037,Yes
15,Exmar NV,EXM.BR,22.79,0.133,0.557,Yes
16,Ion Beam Applications SA,IBAB.BR,69.32,0.348,2.246,Yes
17,Elia Group SA/NV,ELI.BR,39.45,0.231,0.88,Yes
18,DEME Group NV,DEME.BR,54.82,0.309,1.298,Yes
19,Anheuser-Busch InBev SA/NV,ABI.BR,45.73,0.28,1.431,Yes
20,Moury Construct SA,MOUR.BR,32.23,0.22,0.757,Yes
21,argenx SE,ARGX.BR,54.02,0.344,1.294,Yes
22,Fluxys Belgium SA,FLUX.BR,30.23,0.211,0.35,No
23,Ackermans & Van Haaren NV,ACKB.BR,33.79,0.244,1.169,Yes
24,Deceuninck NV,DECB.BR,28.86,0.227,1.446,Yes
25,Retail Estates N.V.,RET.BR,13.02,0.114,0.347,Yes
26,Payton Planar Magnetics Ltd.,PAY.BR,38.5,0.319,0.633,Yes
27,Jensen-Group NV,JEN.BR,34.45,0.295,1.131,Yes
28,Fagron NV,FAGR.BR,17.1,0.161,0.92,Yes
29,Ascencio SA,ASCE.BR,10.66,0.104,0.483,Yes
30,EnergyVision NV,ENRGY.BR,40.39,0.363,1.963,No
31,Monni NV,MONNI.BR,45.51,0.415,0.539,No
32,Colruyt Group N.V.,COLR.BR,19.4,0.198,0.665,No
33,Nextensa NV/SA,NEXTA.BR,16.92,0.189,0.783,Yes
34,Compagnie du Bois Sauvage S.A.,COMB.BR,21.23,0.233,0.04,Yes
35,Aedifica NV/SA,AED.BR,17.59,0.196,1.306,Yes
36,Qrf Comm. VA,QRF.BR,14.42,0.174,0.71,Yes
37,Compagnie d'Entreprises CFE SA,CFEB.BR,45.45,0.502,2.183,Yes
38,Materialise NV,MTLS.BR,36.05,0.418,0.788,Yes
39,Care Property Invest NV,CPINV.BR,16.63,0.228,0.869,Yes
40,Immo-Zenobe Gramme SA,ZEN.BR,11.13,0.163,1.244,No
41,Van de Velde NV,VAN.BR,6.92,0.113,0.447,Yes
42,Warehouses Estates Belgium S.C.A.,WEB.BR,12.01,0.194,1.123,Yes
43,Wereldhave Belgium,WEHB.BR,8.68,0.145,0.426,Yes
